Date,MA,Price,lower,upper
2016-08-01,11.6725,12.94,10.8814322672,12.4635677328
2016-08-02,11.7675,12.55,10.9917499385,12.5432500615
2016-08-03,11.903,13.3,11.1073268325,12.6986731675
2016-08-04,12.041,13.53,11.2134678413,12.8685321587
2016-08-05,12.181,13.77,11.3085630018,13.0534369982
2016-08-08,12.274,14.29,11.2825980156,13.2654019844
2016-08-09,12.378,14.54,11.2644821038,13.4915178962
2016-08-10,12.4635,14.14,11.2821926288,13.6448073712
2016-08-11,12.548,13.97,11.3209513371,13.7750486629
2016-08-12,12.668,14.3,11.3913077278,13.9446922722
2016-08-15,12.856,15.61,11.4371739471,14.2748260529
2016-08-16,13.075,15.39,11.6185714194,14.5314285806
2016-08-17,13.3005,15.41,11.8494188241,14.7515811759
2016-08-18,13.495,15.12,12.0756951294,14.9143048706
2016-08-19,13.697,15.12,12.3540570416,15.0399429584
2016-08-22,13.8865,15.2,12.6179148992,15.1550851008
2016-08-23,14.096,15.51,12.9318902204,15.2601097796
2016-08-24,14.2675,15.0,13.2519323599,15.2830676401
2016-08-25,14.361,14.89,13.3808662819,15.3411337181
2016-08-26,14.465,14.72,13.5704757218,15.3595242782
2016-08-29,14.5615,14.87,13.7389412515,15.3840587485
2016-08-30,14.677,14.86,14.0029853195,15.3510146805
2016-08-31,14.7445,14.65,14.1531102452,15.3358897548
2016-09-01,14.7945,14.53,14.2730599394,15.3159400606
2016-09-02,14.8125,14.13,14.3230548254,15.3019451746
2016-09-06,14.8265,14.57,14.3489263628,15.3040736372
2016-09-07,14.7935,13.88,14.2741149892,15.3128850108
2016-09-08,14.7655,13.58,14.1963226158,15.3346773842
2016-09-09,14.7095,12.85,14.0163418955,15.4026581045
2016-09-12,14.6545,13.2,13.8874381072,15.4215618928
2016-09-13,14.514,12.8,13.6770041187,15.3509958813
2016-09-14,14.398,13.07,13.5286590518,15.2673409482
2016-09-15,14.3355,14.16,13.4984093302,15.1725906698
2016-09-16,14.3275,14.96,13.4975673775,15.1574326225
2016-09-19,14.337,15.31,13.4964982701,15.1775017299
2016-09-20,14.29,14.26,13.4743827007,15.1056172993
2016-09-21,14.263,14.97,13.4816779086,15.0443220914
2016-09-22,14.31549995,16.049999,13.4511811878,15.1798187122
2016-09-23,14.42849995,17.15,13.3612148611,15.4957850389
2016-09-26,14.53849995,16.92,13.3349208144,15.7420790856
2016-09-27,14.6345,16.790001,13.3306898653,15.9383101347
2016-09-28,14.741,16.99,13.3348259919,16.1471740081
2016-09-29,14.8385,16.6,13.3726311813,16.3043688187
2016-09-30,14.946,16.68,13.4261059337,16.4658940663
2016-10-03,15.0765,16.74,13.5187780385,16.6342219615
2016-10-04,15.19249995,16.889999,13.5887777486,16.7962221514
2016-10-05,15.3549999,17.129999,13.7267994911,16.9832003089
2016-10-06,15.51549995,16.790001,13.9134766725,17.1175232275
2016-10-07,15.68999995,16.34,14.2080205056,17.1719793944
2016-10-10,15.81299995,15.66,14.4513597114,17.1746401886
2016-10-11,15.92399995,15.02,14.7423089478,17.1056909522
2016-10-12,15.98549995,14.3,14.9354900756,17.0355098244
2016-10-13,15.96949995,13.84,14.8882362167,17.0507636833
2016-10-14,15.90149995,13.6,14.715696784,17.087303116
2016-10-17,15.83949995,14.07,14.5904141011,17.0885857989
2016-10-18,15.84699995,14.41,14.6074835181,17.0865163819
2016-10-19,15.83499995,14.73,14.5854253131,17.0845745869
2016-10-20,15.77,14.75,14.498577276,17.041422724
2016-10-21,15.659,14.93,14.4178507211,16.9001492789
2016-10-24,15.507,13.88,14.2424797223,16.7715202777
2016-10-25,15.36149995,13.88,14.0850152363,16.6379846637
2016-10-26,15.21849995,14.13,13.9742616293,16.4627382707
2016-10-27,15.07499995,13.73,13.8329791923,16.3170207077
2016-10-28,14.92099995,13.6,13.6976530443,16.1443468557
2016-10-31,14.72299995,12.78,13.489135354,15.956864546
2016-11-01,14.5025,12.48,13.282302123,15.722697877
2016-11-02,14.28800005,12.84,13.1823036749,15.3936964251
2016-11-03,14.0455,11.94,12.9865607343,15.1044392657
2016-11-04,13.7865,11.16,12.685652121,14.887347879
2016-11-07,13.5355,10.64,12.3181712808,14.7528287192
2016-11-08,13.3275,10.86,12.0247665377,14.6302334623
2016-11-09,13.133,10.41,11.6992962943,14.5667037057
2016-11-10,12.9515,10.21,11.3881053298,14.5148946702
2016-11-11,12.7855,10.28,11.1215621374,14.4494378626
2016-11-14,12.5995,10.35,10.8797249994,14.3192750006
2016-11-15,12.386,10.14,10.6380014453,14.1339985547
2016-11-16,12.1445,9.9,10.4037515977,13.8852484023
2016-11-17,11.906,9.98,10.2149604567,13.5970395433
2016-11-18,11.6605,10.02,10.0787006415,13.2422993585
2016-11-21,11.462,9.91,9.92491937684,12.9990806232
2016-11-22,11.2575,9.79,9.78848359079,12.7265164092
2016-11-23,11.045,9.88,9.7123078296,12.3776921704
2016-11-25,10.853,9.89,9.65799240258,12.0480075974
2016-11-28,10.6635,9.81,9.63863916221,11.6883608378
2016-11-29,10.516,9.83,9.60592539346,11.4260746065
2016-11-30,10.391,9.98,9.60113059041,11.1808694096
2016-12-01,10.24,9.82,9.69101049766,10.7889895023
2016-12-02,10.128,9.7,9.73886330368,10.5171366963
2016-12-05,10.053,9.66,9.73522649576,10.3707735042
2016-12-06,10.0085,9.75,9.71593826562,10.3010617344
2016-12-07,9.934,9.37,9.68290974573,10.1850902543
2016-12-08,9.8735,9.2,9.59850191388,10.1484980861
2016-12-09,9.8245,9.23,9.52628645941,10.1227135406
2016-12-12,9.751,8.81,9.395340494,10.106659506
2016-12-13,9.6745,8.82,9.29100533525,10.0579946648
2016-12-14,9.6065,8.78,9.19067773281,10.0223222672
2016-12-15,9.546,8.69,9.08912963949,10.0028703605
2016-12-16,9.4975,9.01,9.03765019615,9.95734980385
2016-12-19,9.4425,8.92,8.98265019615,9.90234980385
2016-12-20,9.392,8.9,8.93073628961,9.85326371039
2016-12-21,9.3475,8.9,8.88372969615,9.81127030385
2016-12-22,9.304,9.01,8.85215699047,9.75584300953
2016-12-23,9.269,9.19,8.83832244324,9.69967755676
2016-12-27,9.233,9.09,8.82020337619,9.64579662381
2016-12-28,9.189,8.95,8.79680107088,9.58119892912
2016-12-29,9.132,8.84,8.78003409256,9.48396590744
2016-12-30,9.0765,8.71,8.75231235129,9.40068764871
2017-01-03,9.03,8.77,8.73452535953,9.32547464046
2017-01-04,8.998,9.02,8.74237692222,9.25362307778
2017-01-05,8.978,9.35,8.77384319752,9.18215680248
2017-01-06,8.963,9.07,8.77914937413,9.14685062587
2017-01-09,8.956,9.06,8.77911466694,9.13288533306
2017-01-10,8.9455,9.02,8.77986009253,9.11113990747
2017-01-11,8.961,9.12,8.79420671476,9.12779328524
