ADX,DI_minus,DI_plus,date
32.8685089858,19.6985639693,21.5480434642,2016-07-18
29.7883898871,17.0720887641,20.7681809417,2016-07-19
29.0265956394,14.7958102552,24.1789601321,2016-07-20
29.9601351405,12.8230355493,27.2665786198,2016-07-21
31.5097422725,11.1132974721,26.9343363085,2016-07-22
29.0587562741,17.9256061834,23.3430914602,2016-07-25
25.6463952173,18.8752488642,20.2306792601,2016-07-26
22.6890156365,16.3585490119,17.5332553547,2016-07-27
23.3759654004,14.1774091408,25.1175822613,2016-07-28
26.5676223025,12.2870879199,34.3550794839,2016-07-29
30.0323843483,10.648809529,34.2386872692,2016-08-01
33.0092127542,9.27869227706,29.6735289628,2016-08-02
31.842120285,15.6766037641,25.7170584316,2016-08-03
32.1860055789,13.5863899276,27.8489591658,2016-08-04
33.7373670647,11.7748712696,30.1444106407,2016-08-05
32.920323013,14.8203040942,26.1251558867,2016-08-08
34.7059230085,12.8442635475,35.0038247243,2016-08-09
35.5278924496,12.7335566055,30.3366480927,2016-08-10
37.0442725787,11.0357490576,30.5307427058,2016-08-11
37.3413147675,11.5375531504,26.4599770106,2016-08-12
36.559733929,11.9510052066,22.9319800751,2016-08-15
32.0272090837,20.9211125692,19.8743827311,2016-08-16
31.0149673805,28.3642476505,17.2244650332,2016-08-17
30.1376912377,24.5823479632,14.9278696951,2016-08-18
30.9919559979,27.8391931042,12.9374870688,2016-08-19
33.3322028473,32.3682280027,11.2124887928,2016-08-22
30.4686955722,28.0524642686,22.105756618,2016-08-23
30.0658348054,33.6537893769,19.1583224021,2016-08-24
30.0078530288,30.5869935142,16.6038794149,2016-08-25
26.1190995045,26.5087277121,26.0659429949,2016-08-26
25.024340713,22.9742306836,32.997959118,2016-08-29
22.2294438779,26.3652758536,28.5982312354,2016-08-30
19.720856911,26.5378344658,24.7851337372,2016-08-31
18.2867823044,22.9994565369,27.5295304765,2016-09-01
19.2661337375,19.9328623319,33.6730982091,2016-09-02
21.7734875973,17.2751473542,38.5152823463,2016-09-06
24.3838154655,14.9717943736,36.0837419316,2016-09-07
23.8787471176,20.5908809271,31.2725763406,2016-09-08
21.3090479754,29.7201721952,27.1028994951,2016-09-09
19.8783321902,29.0467916215,23.4891795624,2016-09-12
18.6383785096,25.1738860719,20.357288954,2016-09-13
17.6561827189,22.1256707344,17.6429837601,2016-09-14
15.4795836169,19.1755813031,18.6715747177,2016-09-15
16.828766371,16.6188371294,28.0545280996,2016-09-16
18.4396501541,14.4029921788,26.1176778318,2016-09-19
19.8357494328,12.4825932216,22.6353207876,2016-09-20
23.5008729071,10.8182474587,30.2565627004,2016-09-21
28.5078932926,9.37581446419,38.7713652552,2016-09-22
33.3431484822,8.12570586896,38.0067838089,2016-09-23
34.0449957046,14.5897173686,32.9392126343,2016-09-26
36.0080147049,12.6444217195,36.7166511531,2016-09-27
39.2852760802,10.9584988235,44.6507209812,2016-09-28
42.8434023523,9.49736564705,46.3222465643,2016-09-29
46.1917920981,8.23105022744,43.1428969985,2016-09-30
48.2324378412,8.91449208411,37.390510732,2016-10-03
50.3317519029,7.72589313956,35.1686800239,2016-10-04
52.5944639172,6.69577405429,34.2595926086,2016-10-05
54.9063337223,5.80300418038,32.7981084156,2016-10-06
53.9941140622,9.97039028967,28.4250272935,2016-10-07
53.20352369,8.64100491771,24.6350236543,2016-10-10
46.7529843478,19.3850814657,21.3503538338,2016-10-11
41.1625169178,16.8004039369,18.5036399893,2016-10-12
38.2627141656,23.7631974378,16.0364879907,2016-10-13
34.0541568855,20.5947711128,18.0088914338,2016-10-14
33.9517253161,31.1821349644,15.6077059093,2016-10-17
33.176415106,27.0245169692,15.1561776392,2016-10-18
32.5044795906,23.4212480399,13.135353954,2016-10-19
34.3965772379,31.3287878176,11.3839734268,2016-10-20
33.813169147,27.1516161086,14.6133490143,2016-10-21
29.8924125287,23.5314006275,25.7013305512,2016-10-24
28.172813659,20.3938805438,28.7452893452,2016-10-25
25.4924385979,29.2864462264,24.9125840992,2016-10-26
24.0735364372,29.1221336269,21.5909062193,2016-10-27
25.348422843,37.6795658672,18.7121187234,2016-10-28
25.3488044327,32.6556237515,19.4469515233,2016-10-31
24.0061883819,28.3015405847,20.7993284361,2016-11-01
24.6352058802,32.5548655364,18.0260846446,2016-11-02
25.1803543788,28.2142167982,15.622606692,2016-11-03
27.6961210023,34.8581007022,13.5395924664,2016-11-04
26.5251695837,30.2103539419,20.6000765551,2016-11-07
24.1208084915,26.1823067497,22.0833633504,2016-11-08
24.2295583556,31.8549707696,19.1389149037,2016-11-09
26.0553967987,36.8535133077,16.5870595832,2016-11-10
27.637790116,31.9397115333,14.3754516388,2016-11-11
30.2356328866,34.6634548913,12.4587247536,2016-11-14
32.3084572249,30.0416609058,11.1728908797,2016-11-15
32.6503424798,26.0361061183,12.5723388401,2016-11-16
29.0552692085,22.5646253025,20.1361094288,2016-11-17
27.8821053852,19.5560085955,29.4912956637,2016-11-18
28.6071147754,16.9485407828,33.8866673208,2016-11-21
31.2559542312,14.6887353451,42.3254607935,2016-11-22
30.6154601052,21.3351958596,36.6820660211,2016-11-23
31.3380897186,18.4905030783,39.3241009988,2016-11-25
28.6286104506,27.316716444,34.0808875323,2016-11-28
25.1160480977,28.2174362806,29.5367691947,2016-11-29
23.3971538332,32.7286467542,25.598533302,2016-11-30
23.9395538693,38.9862944488,22.1853955284,2016-12-01
24.6764523233,35.292243407,19.2273427913,2016-12-02
22.7635737114,30.5866109527,24.859140895,2016-12-05
20.4930900309,26.508396159,29.7338591936,2016-12-06
19.018546222,22.9739433378,27.7602090943,2016-12-07
19.0231126137,19.9107508928,29.2836609122,2016-12-08
19.0270701532,17.2559841071,25.3791727906,2016-12-09
