date,rsi
2017-03-22,41.8647667385
2017-03-23,46.9908374129
2017-03-24,48.7512423889
2017-03-27,43.8235378927
2017-03-28,48.9007296612
2017-03-29,60.8198223192
2017-03-30,55.3523345652
2017-03-31,59.5301711206
2017-04-03,56.5163183572
2017-04-04,62.1665877519
2017-04-05,62.8160053579
2017-04-06,51.8196245533
2017-04-07,55.4243706737
2017-04-10,65.7003951114
2017-04-11,66.1784978821
2017-04-12,60.9595000977
2017-04-13,53.3953847887
2017-04-17,58.1434937658
2017-04-18,56.0914459007
2017-04-19,54.5716656029
2017-04-20,54.883917635
2017-04-21,55.8919134211
2017-04-24,57.5241184285
2017-04-25,50.436210991
